WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2022-12-10,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,321.0,Political violence,326.0,11.4661,2.7958
2022-12-24,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,1247.0,Political violence,326.0,11.4661,2.7958
2022-12-31,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,18676.0,Political violence,326.0,11.4661,2.7958
2023-01-07,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,0,39162.0,Political violence,326.0,11.4661,2.7958
2023-01-28,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,11497.0,Political violence,326.0,11.4661,2.7958
2023-03-11,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,12566.0,Political violence,326.0,11.4661,2.7958
2023-04-01,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,2156.0,Political violence,326.0,11.4661,2.7958
2023-04-15,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,2,2057.0,Political violence,326.0,11.4661,2.7958
2023-04-29,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,3,39827.0,Political violence,326.0,11.4661,2.7958
2023-05-06,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,2991.0,Political violence,326.0,11.4661,2.7958
2023-05-27,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,3210.0,Political violence,326.0,11.4661,2.7958
2023-06-03,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,2,31.0,Political violence,326.0,11.4661,2.7958
2023-06-24,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,61031.0,Political violence,326.0,11.4661,2.7958
2023-07-01,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,15907.0,Political violence,326.0,11.4661,2.7958
2023-07-29,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,6063.0,Political violence,326.0,11.4661,2.7958
2023-08-05,Western Africa,Benin,Alibori,Violence against civilians,Attack,3,3,78030.0,Political violence,326.0,11.4661,2.7958
2023-08-12,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,1534.0,Political violence,326.0,11.4661,2.7958
2023-08-19,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,600.0,Political violence,326.0,11.4661,2.7958
2023-09-02,Western Africa,Benin,Alibori,Violence against civilians,Attack,4,8,68438.0,Political violence,326.0,11.4661,2.7958
2023-09-09,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,8060.0,Political violence,326.0,11.4661,2.7958
2023-09-23,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,19489.0,Political violence,326.0,11.4661,2.7958
2023-10-07,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,6830.0,Political violence,326.0,11.4661,2.7958
2023-10-14,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,9190.0,Political violence,326.0,11.4661,2.7958
2023-10-21,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,5695.0,Political violence,326.0,11.4661,2.7958
2023-11-04,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,17395.0,Political violence,326.0,11.4661,2.7958
2023-11-11,Western Africa,Benin,Alibori,Violence against civilians,Attack,3,3,7378.0,Political violence,326.0,11.4661,2.7958
2023-11-18,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,61367.0,Political violence,326.0,11.4661,2.7958
2023-11-25,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,3183.0,Political violence,326.0,11.4661,2.7958
2023-12-23,Western Africa,Benin,Alibori,Violence against civilians,Attack,3,0,8762.0,Political violence,326.0,11.4661,2.7958
2024-01-06,Western Africa,Benin,Alibori,Violence against civilians,Attack,6,5,27889.0,Political violence,326.0,11.4661,2.7958
2024-01-13,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,2,31.0,Political violence,326.0,11.4661,2.7958
2024-01-27,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,5741.0,Political violence,326.0,11.4661,2.7958
2024-02-03,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,7352.0,Political violence,326.0,11.4661,2.7958
2024-02-10,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,43028.0,Political violence,326.0,11.4661,2.7958
2024-02-24,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,55149.0,Political violence,326.0,11.4661,2.7958
2024-03-02,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,9584.0,Political violence,326.0,11.4661,2.7958
2024-03-09,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,12250.0,Political violence,326.0,11.4661,2.7958
2024-03-16,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,5113.0,Political violence,326.0,11.4661,2.7958
2024-03-30,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,1588.0,Political violence,326.0,11.4661,2.7958
2024-04-06,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,21897.0,Political violence,326.0,11.4661,2.7958
2024-04-13,Western Africa,Benin,Alibori,Violence against civilians,Attack,3,3,22004.0,Political violence,326.0,11.4661,2.7958
2024-04-20,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,8555.0,Political violence,326.0,11.4661,2.7958
2024-05-04,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,12859.0,Political violence,326.0,11.4661,2.7958
2024-05-11,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,7053.0,Political violence,326.0,11.4661,2.7958
2024-05-25,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,612.0,Political violence,326.0,11.4661,2.7958
2024-06-08,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,319.0,Political violence,326.0,11.4661,2.7958
2024-07-20,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,4591.0,Political violence,326.0,11.4661,2.7958
2024-07-27,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,4,21357.0,Political violence,326.0,11.4661,2.7958
2024-08-17,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,326.0,Political violence,326.0,11.4661,2.7958
2024-08-24,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,10237.0,Political violence,326.0,11.4661,2.7958
2024-09-07,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,0,1612.0,Political violence,326.0,11.4661,2.7958
2024-09-14,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,12706.0,Political violence,326.0,11.4661,2.7958
2024-09-21,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,6426.0,Political violence,326.0,11.4661,2.7958
2024-09-28,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,12,8182.0,Political violence,326.0,11.4661,2.7958
2024-10-05,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,2,3122.0,Political violence,326.0,11.4661,2.7958
2024-10-12,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,39657.0,Political violence,326.0,11.4661,2.7958
2024-10-26,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,4488.0,Political violence,326.0,11.4661,2.7958
2024-11-09,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,645.0,Political violence,326.0,11.4661,2.7958
2024-11-16,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,6546.0,Political violence,326.0,11.4661,2.7958
2024-11-23,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,6279.0,Political violence,326.0,11.4661,2.7958
2024-11-30,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,1630.0,Political violence,326.0,11.4661,2.7958
2024-12-07,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,2,5927.0,Political violence,326.0,11.4661,2.7958
2024-12-14,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,17646.0,Political violence,326.0,11.4661,2.7958
2025-01-11,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,11,15872.0,Political violence,326.0,11.4661,2.7958
2025-01-18,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,3369.0,Political violence,326.0,11.4661,2.7958
2025-01-25,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,3,40784.0,Political violence,326.0,11.4661,2.7958
2025-02-01,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,4,21947.0,Political violence,326.0,11.4661,2.7958
2025-02-08,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,4,59413.0,Political violence,326.0,11.4661,2.7958
2025-02-15,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,11622.0,Political violence,326.0,11.4661,2.7958
2025-02-22,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,5657.0,Political violence,326.0,11.4661,2.7958
2025-03-08,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,2,3675.0,Political violence,326.0,11.4661,2.7958
2025-03-15,Western Africa,Benin,Alibori,Violence against civilians,Attack,3,5,55546.0,Political violence,326.0,11.4661,2.7958
2025-03-22,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,21947.0,Political violence,326.0,11.4661,2.7958
2025-03-29,Western Africa,Benin,Alibori,Violence against civilians,Attack,5,11,65727.0,Political violence,326.0,11.4661,2.7958
2025-04-05,Western Africa,Benin,Alibori,Violence against civilians,Attack,2,1,18180.0,Political violence,326.0,11.4661,2.7958
2025-04-12,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,0,997.0,Political violence,326.0,11.4661,2.7958
2025-04-26,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,3,6363.0,Political violence,326.0,11.4661,2.7958
2025-05-03,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,2,21947.0,Political violence,326.0,11.4661,2.7958
2025-05-10,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,4240.0,Political violence,326.0,11.4661,2.7958
2025-05-17,Western Africa,Benin,Alibori,Violence against civilians,Attack,4,8,20251.0,Political violence,326.0,11.4661,2.7958
2025-05-24,Western Africa,Benin,Alibori,Violence against civilians,Attack,4,7,33437.0,Political violence,326.0,11.4661,2.7958
2025-05-31,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,2543.0,Political violence,326.0,11.4661,2.7958
2025-06-07,Western Africa,Benin,Alibori,Violence against civilians,Attack,4,4,44455.0,Political violence,326.0,11.4661,2.7958
2025-06-21,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,3170.0,Political violence,326.0,11.4661,2.7958
2025-08-23,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,83571.0,Political violence,326.0,11.4661,2.7958
2025-11-08,Western Africa,Benin,Alibori,Violence against civilians,Attack,1,1,,Political violence,326.0,11.4661,2.7958
2017-10-14,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,6768.0,Political violence,327.0,10.5177,1.52
2019-04-27,Western Africa,Benin,Atacora,Battles,Armed clash,1,5,26806.0,Political violence,327.0,10.5177,1.52
2021-03-06,Western Africa,Benin,Atacora,Battles,Armed clash,1,4,8327.0,Political violence,327.0,10.5177,1.52
2021-03-20,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,932.0,Political violence,327.0,10.5177,1.52
2021-04-24,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,1990.0,Political violence,327.0,10.5177,1.52
2021-11-27,Western Africa,Benin,Atacora,Battles,Armed clash,2,4,11029.0,Political violence,327.0,10.5177,1.52
2021-12-04,Western Africa,Benin,Atacora,Battles,Armed clash,1,1,6726.0,Political violence,327.0,10.5177,1.52
2021-12-18,Western Africa,Benin,Atacora,Battles,Armed clash,1,3,43939.0,Political violence,327.0,10.5177,1.52
2022-02-05,Western Africa,Benin,Atacora,Battles,Armed clash,1,1,119.0,Political violence,327.0,10.5177,1.52
2022-02-26,Western Africa,Benin,Atacora,Battles,Armed clash,1,3,8265.0,Political violence,327.0,10.5177,1.52
2022-04-09,Western Africa,Benin,Atacora,Battles,Armed clash,1,5,17.0,Political violence,327.0,10.5177,1.52
2022-05-07,Western Africa,Benin,Atacora,Battles,Armed clash,1,4,4418.0,Political violence,327.0,10.5177,1.52
2022-06-25,Western Africa,Benin,Atacora,Battles,Armed clash,1,5,7686.0,Political violence,327.0,10.5177,1.52
2022-07-02,Western Africa,Benin,Atacora,Battles,Armed clash,2,0,1127.0,Political violence,327.0,10.5177,1.52
2022-07-23,Western Africa,Benin,Atacora,Battles,Armed clash,2,0,10308.0,Political violence,327.0,10.5177,1.52
2022-10-08,Western Africa,Benin,Atacora,Battles,Armed clash,1,8,2585.0,Political violence,327.0,10.5177,1.52
2022-10-15,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,10193.0,Political violence,327.0,10.5177,1.52
2022-11-19,Western Africa,Benin,Atacora,Battles,Armed clash,1,4,4211.0,Political violence,327.0,10.5177,1.52
2023-01-28,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,4305.0,Political violence,327.0,10.5177,1.52
2023-02-18,Western Africa,Benin,Atacora,Battles,Armed clash,1,3,1168.0,Political violence,327.0,10.5177,1.52
2023-02-25,Western Africa,Benin,Atacora,Battles,Armed clash,1,1,10428.0,Political violence,327.0,10.5177,1.52
2023-04-29,Western Africa,Benin,Atacora,Battles,Armed clash,1,4,30015.0,Political violence,327.0,10.5177,1.52
2023-05-06,Western Africa,Benin,Atacora,Battles,Armed clash,2,3,1589.0,Political violence,327.0,10.5177,1.52
2023-05-13,Western Africa,Benin,Atacora,Battles,Armed clash,1,12,1168.0,Political violence,327.0,10.5177,1.52
2023-05-27,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,4194.0,Political violence,327.0,10.5177,1.52
2023-07-29,Western Africa,Benin,Atacora,Battles,Armed clash,1,2,21049.0,Political violence,327.0,10.5177,1.52
2023-09-02,Western Africa,Benin,Atacora,Battles,Armed clash,1,1,4305.0,Political violence,327.0,10.5177,1.52
2023-09-09,Western Africa,Benin,Atacora,Battles,Armed clash,1,3,6795.0,Political violence,327.0,10.5177,1.52
2023-09-23,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,6795.0,Political violence,327.0,10.5177,1.52
2023-09-30,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,1168.0,Political violence,327.0,10.5177,1.52
2023-10-14,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,4305.0,Political violence,327.0,10.5177,1.52
2023-10-28,Western Africa,Benin,Atacora,Battles,Armed clash,2,0,72218.0,Political violence,327.0,10.5177,1.52
2023-11-04,Western Africa,Benin,Atacora,Battles,Armed clash,1,1,4194.0,Political violence,327.0,10.5177,1.52
2023-11-11,Western Africa,Benin,Atacora,Battles,Armed clash,1,1,24975.0,Political violence,327.0,10.5177,1.52
2023-12-30,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,7369.0,Political violence,327.0,10.5177,1.52
2024-01-27,Western Africa,Benin,Atacora,Battles,Armed clash,2,2,1200.0,Political violence,327.0,10.5177,1.52
2024-02-17,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,12213.0,Political violence,327.0,10.5177,1.52
2024-03-02,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,3348.0,Political violence,327.0,10.5177,1.52
2024-06-01,Western Africa,Benin,Atacora,Battles,Armed clash,1,7,2066.0,Political violence,327.0,10.5177,1.52
2024-07-20,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,25657.0,Political violence,327.0,10.5177,1.52
2024-08-03,Western Africa,Benin,Atacora,Battles,Armed clash,2,2,7104.0,Political violence,327.0,10.5177,1.52
2024-08-10,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,309.0,Political violence,327.0,10.5177,1.52
2024-08-17,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,309.0,Political violence,327.0,10.5177,1.52
2024-09-07,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,4592.0,Political violence,327.0,10.5177,1.52
2024-09-14,Western Africa,Benin,Atacora,Battles,Armed clash,2,3,3404.0,Political violence,327.0,10.5177,1.52
2024-12-07,Western Africa,Benin,Atacora,Battles,Armed clash,3,5,14831.0,Political violence,327.0,10.5177,1.52
2024-12-14,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,1055.0,Political violence,327.0,10.5177,1.52
2025-01-18,Western Africa,Benin,Atacora,Battles,Armed clash,1,5,4706.0,Political violence,327.0,10.5177,1.52
2025-02-08,Western Africa,Benin,Atacora,Battles,Armed clash,2,3,1250.0,Political violence,327.0,10.5177,1.52
2025-02-22,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,1232.0,Political violence,327.0,10.5177,1.52
2025-04-05,Western Africa,Benin,Atacora,Battles,Armed clash,2,0,4491.0,Political violence,327.0,10.5177,1.52
2025-04-19,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,18.0,Political violence,327.0,10.5177,1.52
2025-05-03,Western Africa,Benin,Atacora,Battles,Armed clash,1,3,9630.0,Political violence,327.0,10.5177,1.52
2025-05-10,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,2710.0,Political violence,327.0,10.5177,1.52
2025-05-31,Western Africa,Benin,Atacora,Battles,Armed clash,1,8,2710.0,Political violence,327.0,10.5177,1.52
2025-06-14,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,2509.0,Political violence,327.0,10.5177,1.52
2025-07-26,Western Africa,Benin,Atacora,Battles,Armed clash,2,2,18.0,Political violence,327.0,10.5177,1.52
2025-08-02,Western Africa,Benin,Atacora,Battles,Armed clash,2,1,18.0,Political violence,327.0,10.5177,1.52
2025-09-06,Western Africa,Benin,Atacora,Battles,Armed clash,1,6,18.0,Political violence,327.0,10.5177,1.52
2026-01-10,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,3725.0,Political violence,327.0,10.5177,1.52
2026-02-07,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,108884.0,Political violence,327.0,10.5177,1.52
2026-02-14,Western Africa,Benin,Atacora,Battles,Armed clash,1,2,6440.0,Political violence,327.0,10.5177,1.52
2026-02-21,Western Africa,Benin,Atacora,Battles,Armed clash,1,0,18669.0,Political violence,327.0,10.5177,1.52
2026-03-07,Western Africa,Benin,Atacora,Battles,Armed clash,1,22,54.0,Political violence,327.0,10.5177,1.52
2024-06-15,Western Africa,Benin,Atacora,Explosions/Remote violence,Air/drone strike,1,0,3386.0,Political violence,327.0,10.5177,1.52
2021-12-04,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,4305.0,Political violence,327.0,10.5177,1.52
2022-01-01,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,205.0,Political violence,327.0,10.5177,1.52
2023-02-25,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,1168.0,Political violence,327.0,10.5177,1.52
2023-03-11,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,2652.0,Political violence,327.0,10.5177,1.52
2023-04-29,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,3,2,26234.0,Political violence,327.0,10.5177,1.52
2023-05-06,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,2,5,4561.0,Political violence,327.0,10.5177,1.52
2023-05-27,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1168.0,Political violence,327.0,10.5177,1.52
2023-06-03,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,2,1,1168.0,Political violence,327.0,10.5177,1.52
2023-06-24,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1168.0,Political violence,327.0,10.5177,1.52
2023-07-01,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1168.0,Political violence,327.0,10.5177,1.52
2023-07-29,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,1168.0,Political violence,327.0,10.5177,1.52
2023-08-12,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1168.0,Political violence,327.0,10.5177,1.52
2024-02-10,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,1055.0,Political violence,327.0,10.5177,1.52
2024-02-24,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,4301.0,Political violence,327.0,10.5177,1.52
2025-03-01,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,2710.0,Political violence,327.0,10.5177,1.52
2025-05-17,Western Africa,Benin,Atacora,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,9630.0,Political violence,327.0,10.5177,1.52
2012-08-11,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,,Demonstrations,327.0,10.5177,1.52
2018-04-28,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,21421.0,Demonstrations,327.0,10.5177,1.52
2018-12-08,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,21421.0,Demonstrations,327.0,10.5177,1.52
2020-04-04,Western Africa,Benin,Atacora,Protests,Peaceful protest,2,0,15537.0,Demonstrations,327.0,10.5177,1.52
2020-04-11,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,507.0,Demonstrations,327.0,10.5177,1.52
2020-11-21,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,22429.0,Demonstrations,327.0,10.5177,1.52
2021-02-13,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,15911.0,Demonstrations,327.0,10.5177,1.52
2021-04-03,Western Africa,Benin,Atacora,Protests,Peaceful protest,2,0,22555.0,Demonstrations,327.0,10.5177,1.52
2022-11-05,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,3828.0,Demonstrations,327.0,10.5177,1.52
2023-12-02,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,24048.0,Demonstrations,327.0,10.5177,1.52
2024-02-24,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,24577.0,Demonstrations,327.0,10.5177,1.52
2024-05-04,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,16980.0,Demonstrations,327.0,10.5177,1.52
2025-03-15,Western Africa,Benin,Atacora,Protests,Peaceful protest,1,0,25098.0,Demonstrations,327.0,10.5177,1.52
2018-11-10,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,23149.0,Political violence,327.0,10.5177,1.52
2018-12-01,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,12924.0,Political violence,327.0,10.5177,1.52
2019-11-02,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,628.0,Political violence,327.0,10.5177,1.52
2019-12-21,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,1426.0,Political violence,327.0,10.5177,1.52
2020-05-16,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,13420.0,Political violence,327.0,10.5177,1.52
2020-05-30,Western Africa,Benin,Atacora,Riots,Mob violence,2,0,12600.0,Political violence,327.0,10.5177,1.52
2020-06-13,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,21184.0,Political violence,327.0,10.5177,1.52
2020-07-11,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,1486.0,Political violence,327.0,10.5177,1.52
2020-08-15,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,1869.0,Political violence,327.0,10.5177,1.52
2020-10-10,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,2016.0,Political violence,327.0,10.5177,1.52
2021-01-23,Western Africa,Benin,Atacora,Riots,Mob violence,2,1,13760.0,Political violence,327.0,10.5177,1.52
2021-02-06,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,3601.0,Political violence,327.0,10.5177,1.52
2021-02-27,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,4948.0,Political violence,327.0,10.5177,1.52
2021-03-13,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,635.0,Political violence,327.0,10.5177,1.52
2021-04-03,Western Africa,Benin,Atacora,Riots,Mob violence,1,2,3172.0,Political violence,327.0,10.5177,1.52
2021-04-10,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,1321.0,Political violence,327.0,10.5177,1.52
2021-05-22,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,1295.0,Political violence,327.0,10.5177,1.52
2021-05-29,Western Africa,Benin,Atacora,Riots,Mob violence,1,2,4795.0,Political violence,327.0,10.5177,1.52
2021-06-05,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,7250.0,Political violence,327.0,10.5177,1.52
2021-09-25,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,3172.0,Political violence,327.0,10.5177,1.52
2021-10-09,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,4795.0,Political violence,327.0,10.5177,1.52
2022-03-05,Western Africa,Benin,Atacora,Riots,Mob violence,2,0,2617.0,Political violence,327.0,10.5177,1.52
2022-03-19,Western Africa,Benin,Atacora,Riots,Mob violence,1,3,39004.0,Political violence,327.0,10.5177,1.52
2022-05-28,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,61941.0,Political violence,327.0,10.5177,1.52
2022-09-10,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,39004.0,Political violence,327.0,10.5177,1.52
2023-01-14,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,1661.0,Political violence,327.0,10.5177,1.52
2023-01-21,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,4772.0,Political violence,327.0,10.5177,1.52
2023-02-11,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,2072.0,Political violence,327.0,10.5177,1.52
2023-05-13,Western Africa,Benin,Atacora,Riots,Mob violence,2,0,5971.0,Political violence,327.0,10.5177,1.52
2023-05-20,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,2072.0,Political violence,327.0,10.5177,1.52
2023-06-10,Western Africa,Benin,Atacora,Riots,Mob violence,2,1,9417.0,Political violence,327.0,10.5177,1.52
2023-06-17,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,5031.0,Political violence,327.0,10.5177,1.52
2023-07-01,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,669.0,Political violence,327.0,10.5177,1.52
2023-07-15,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,5031.0,Political violence,327.0,10.5177,1.52
2023-09-02,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,287.0,Political violence,327.0,10.5177,1.52
2023-10-28,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,14438.0,Political violence,327.0,10.5177,1.52
2023-11-11,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,23068.0,Political violence,327.0,10.5177,1.52
2023-12-02,Western Africa,Benin,Atacora,Riots,Mob violence,2,1,3646.0,Political violence,327.0,10.5177,1.52
2023-12-09,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,8450.0,Political violence,327.0,10.5177,1.52
2024-02-24,Western Africa,Benin,Atacora,Riots,Mob violence,3,7,7014.0,Political violence,327.0,10.5177,1.52
2024-06-22,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,7615.0,Political violence,327.0,10.5177,1.52
2024-06-29,Western Africa,Benin,Atacora,Riots,Mob violence,2,4,7113.0,Political violence,327.0,10.5177,1.52
2024-10-19,Western Africa,Benin,Atacora,Riots,Mob violence,1,2,291.0,Political violence,327.0,10.5177,1.52
2025-03-29,Western Africa,Benin,Atacora,Riots,Mob violence,1,1,1993.0,Political violence,327.0,10.5177,1.52
2025-04-05,Western Africa,Benin,Atacora,Riots,Mob violence,1,0,27885.0,Political violence,327.0,10.5177,1.52
2018-02-17,Western Africa,Benin,Atacora,Riots,Violent demonstration,1,0,35140.0,Demonstrations,327.0,10.5177,1.52
